age,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,y,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,contact_telephone,contact_unknown
58,0,0.2564192520976728,1,0,5,8,0.011016097905401083,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
44,0,-0.437894694611083,1,0,5,8,-0.41612695732709054,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
33,0,-0.4467624697109583,1,1,5,8,-0.7073608586219712,1,-0.4114531064930479,-0.25194037067217256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
47,0,0.04720544696357752,1,0,5,8,-0.6452309596790633,1,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
33,0,-0.4470909058257685,0,0,5,8,-0.23362037918229867,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
35,0,-0.37155059941942326,1,0,5,8,-0.4627243815342715,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
28,0,-0.30060839862042077,1,1,5,8,-0.15984112418759558,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
42,1,-0.4467624697109583,1,0,5,8,0.4731072212932784,1,-0.4114531064930479,-0.25194037067217256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
58,0,-0.40767857204854485,1,0,5,8,-0.8083219444041965,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
43,0,-0.25265672585813204,1,0,5,8,-0.7889063509845378,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
41,0,-0.35874159094182556,1,0,5,8,-0.14042553076793687,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,-0.319329257164602,1,0,5,8,-0.47049061890213495,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
53,0,-0.44544872525171747,1,0,5,8,1.005094480991927,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
58,0,-0.4241003777890547,1,0,5,8,-0.7267764520416299,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
57,0,-0.3942126913413268,1,0,5,8,-0.3268152275966605,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
51,0,-0.3722074716490436,1,0,5,8,0.36826301682712137,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
45,0,-0.4431496724480461,1,0,5,8,-0.6219322475754728,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
57,0,-0.43034066397044846,1,0,5,8,-0.8549193686113774,1,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60,0,-0.4277131750519669,1,0,5,8,-0.15207488681973208,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
33,0,-0.4474193419405787,1,0,5,8,-0.7927894696684695,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
28,0,-0.20996003093280646,1,1,5,8,0.014899216589332825,1,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
56,0,-0.19156760850343546,1,0,5,8,-0.3656464144359779,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
32,0,-0.43986531129994416,1,1,5,8,-0.3811788891717049,1,-0.4114531064930479,-0.25194037067217256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,0,-0.43099753620006886,1,0,5,8,0.3255487113038722,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
40,0,-0.4474193419405787,1,1,5,8,-0.2996333968091383,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,-0.5695975766499718,1,0,5,8,-0.33458146496452396,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
39,0,-0.3636681326639785,1,0,5,8,0.14692525184301206,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
52,0,-0.41030606096702643,1,1,5,8,-0.5093218057414524,1,-0.4114531064930479,-0.25194037067217256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
46,0,-0.528214626183887,1,0,5,8,-0.01228261419818937,2,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
36,0,-0.3603837715158765,1,1,5,8,0.34884742340746266,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
57,0,-0.17186144161482367,0,1,5,8,-0.12877617471614164,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
49,0,-0.3232704905423243,1,0,5,8,-0.10936058129648292,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
60,0,-0.434610333462981,1,1,5,8,-0.19478919234298125,1,-0.4114531064930479,-0.25194037067217256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
